"caption","commentsCount","likesCount","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","ownerUsername","timestamp","type","kalenderwoche"
"Friedrich Merz (CDU) ist der Kanzlerschaft so nahe wie nie zuvor. Mit fast 70 Jahren kandidiert er für die Union aus CDU und CSU. Laut den Umfragewerten gilt es als sehr wahrscheinlich, dass die Union als stärkste Kraft aus der Bundestagswahl hervorgeht. 

Die Union will Steuern senken, den Solidaritätszuschlag abschaffen und beim Bürgergeld kürzen. Rentenkürzungen schließt sie in ihrem Wahlprogramm aus. In der Asylpolitik verfolgt sie eine harte Linie. „Eine strikte Begrenzung der Migration ist dringend nötig“, heißt es im Wahlprogramm. Es solle mehr sichere Herkunftsstaaten geben und auch nach Syrien und Afghanistan soll abgeschoben werden. 

Die Union will mehr Geld für die Verteidigung ausgeben und „Brennpunkte und Gefahrenorte“ mit Videokameras sowie einem System zur Gesichtserkennung ausstatten. Das von der Ampelkoalition umgesetzte Selbstbestimmungsgesetz will die Union kippen. In der Energiepolitik sollen Stromsteuer und Netzentgelte sinken und es soll geprüft werden, ob die zuletzt abgeschalteten Kernkraftwerke wieder in Betrieb genommen werden können. Der Ausbau erneuerbarer Energien vorangetrieben werden sollen. 

Merz, seit 1972 CDU-Mitglied, musste auf die Kanzlerkandidatur lange warten. Schon 2001 brachte er das erste Mal seinen Namen als Kandidat ins Rennen, musste jedoch Edmund Stoiber (CSU) den Vortritt lassen. In unserem YouTube-Format akkurat erfahrt ihr mehr über seinen steinigen Weg nach oben. Den Link zur Folge findet ihr in der Bio. 

#bundestagswahl2025 #friedrichmerz #union #akkurat #tagesschau",3287,127962,"bundestagswahl2025","friedrichmerz","union","akkurat","tagesschau","","","","","","","","tagesschau",2025-01-31 18:30:09,"Sidecar",5
"+++Update: 1.2.2025, 12:50 Uhr +++ 

Die Terrororganisation Hamas hat am Samstag drei Geiseln freigelassen: Yarden Bibas, Ofer Kalderon und Keith Siegel. Im Gegenzug sollen – anders als ursprünglich mitgeteilt – nicht 90, sondern 183 palästinensische Häftlinge aus israelischen Gefängnissen entlassen werden. Darunter befinden sich mehrere zu lebenslangen Freiheitsstrafen verurteilte Gefangene. 111 von ihnen sind aus dem Gazastreifen und wurden nach dem 7. Oktober verhaftet. 

Im Zuge des Abkommens zur Waffenruhe ist auch der Grenzübergang Rafah geöffnet worden, um palästinensischen Patient:innen die Überfahrt von Gaza nach Ägypten zur medizinischen Behandlung zu ermöglichen, wie Live-Fernsehaufnahmen zeigten. Der Grenzübergang ist der wichtigste Ein- und Ausreisepunkt für das palästinensische Gebiet und wurde zum ersten Mal seit Mai 2024 wieder geöffnet. 

Die nun freigelassene Geisel Yarden Bibas war bei dem Hamas-Angriff am 7. Oktober 2023 aus seiner Wohnung im Kibbuz Nir Oz entführt worden. Auch seine zwei Söhne – die zum Zeitpunkt ihrer Entführung achteinhalb Monate und vier Jahre waren – sowie seine Frau wurden entführt. Sie sind bislang nicht aus dem Gazastreifen zurückgekehrt. 

Ofer Kalderon, der neben der israelischen auch die französische Staatsbürgerschaft hat, wurde ebenfalls aus dem Kibbuz Nir Oz entführt – gemeinsam mit seinem damals zwölf Jahre alten Sohn und seiner damals 16 Jahre alten Tochter. Die beiden Jugendlichen wurden im Rahmen der ersten Waffenruhe im Gazakrieg im November 2023 freigelassen. 

Der 65-jährige Keith Siegel war zusammen mit seiner Frau aus ihrer Wohnung im Kibbuz Kfar Aza entführt worden. Sie wurde bereits freigelassen. 

Die Hamas hatte die Männer im Rahmen der Waffenruhe mit Israel nach 484 Tagen in Geiselhaft freigelassen. 

#Gaza #Israel #Geiseln #Nahost #tagesschau #nachrichten",1617,34706,"Gaza","Israel","Geiseln","Nahost","tagesschau","nachrichten","","","","","","","tagesschau",2025-02-01 08:44:00,"Sidecar",5
"Die USA erheben von heute an Sonderzölle auf Waren aus China, Mexiko und Kanada. „Wir haben ein Handelsdefizit in Höhe von 200 Milliarden Dollar mit Kanada“, sagte US-Präsident Trump: „Sie haben uns sehr unfair behandelt. Warum sollten wir Kanada subventionieren?“

Eine Ausnahme macht Trump für Öl- und Gasimporte aus Kanada und Mexiko. Mit Rücksicht auf die Benzinpreise in den USA werden auf Öl und Gas erst ab dem 18. Februar Strafzölle fällig, und nur in Höhe von zehn Prozent. Dagegen gelten für Importe aus China ab sofort Strafzölle in Höhe von zehn Prozent. Und auf die Frage einer Journalistin, ob auch Einfuhren aus der EU demnächst betroffen sind, sagte Trump: „Absolut! Die Europäische Union hat uns so schrecklich behandelt.“

Die meisten Wirtschaftsexperten in den USA warnen vor den Folgen eines eskalierenden Handelskriegs. Für einen Durchschnittshaushalt in den USA bedeute dies höhere Lebenshaltungskosten von 800 Dollar pro Jahr. Die Strafzölle auf Öl und Gas könnten Benzin in den USA um bis zu 20 Cent pro Liter verteuern. All dies überzeugt Trump nicht. Vielleicht komme es kurzfristig zu einigen Störungen, so Trump. Aber langfristig werden die Strafzölle „uns sehr reich und sehr stark machen“.

#Trump #USA #Strafzölle #Wirtschaft #tagesschau",996,72355,"Trump","USA","Strafzölle","Wirtschaft","tagesschau","","","","","","","","tagesschau",2025-02-01 06:33:43,"Image",5
"Nach stundenlangen Diskussionen ist der Unions-Gesetzentwurf für eine schärfere Migrationspolitik im Bundestag gescheitert und die Reaktionen darauf fielen zunächst unterschiedlich aus. Grüne, Linke und SPD begrüßten das Ergebnis. Bundeskanzler Olaf Scholz erklärte auf X, er sei „erleichtert“ über das Abstimmungsergebnis. Er sei sich „sicher, dass es vielen anderen auch so geht. Denn: Wir dürfen uns nicht spalten lassen“, schrieb Scholz. 

SPD-Fraktionschef Rolf Mützenich warf Merz vor, faktisch ein Bündnis mit der AfD gesucht zu haben und lobte jene Unionsabgeordneten, die sich dem Kurs verweigert haben. Grünen-Kanzlerkandidat Robert Habeck warf Merz einen „Erpressungsversuch“ vor. „Friedrich Merz hat sein Versprechen, nicht mit der AfD zusammenzuarbeiten, gebrochen. Er hat Erpressung als Mittel der Politik eingesetzt.“ 

Merz hingegen bedauerte das Scheitern seines Gesetzentwurfs: „Ich hätte gerne ein anderes Ergebnis gesehen“, sagte der CDU-Chef. Das Ergebnis schaffe aber auch Klarheit, wo Union, SPD und Grüne stünden. Aus der AfD kam scharfe Kritik an Merz. Co-Parteichefin Alice Weidel sprach von einer herben Niederlage. 

Für das heftig diskutierte Gesetz hatte es keine Gegenstimmen aus der Unionsfraktion gegeben. Allerdings gaben nach Angaben des Bundestags 12 Unionsabgeordnete ihre Stimme nicht ab. Aus der FDP-Fraktion, die zuvor ebenfalls ihre Zustimmung signalisiert hatte, gab es zwei Gegenstimmen und fünf Enthaltungen. 16 FDP-Abgeordnete gaben keine Stimme ab. FDP-Fraktionschef Christian Dürr wies die Vorwürfe, seine Partei sei für das Scheitern verantwortlich, entschieden zurück.

Bundesweit wurde die Abstimmung von Protesten begleitet. Tausende gingen dabei auf die Straßen. Mehr als 20.000 Menschen haben nach Angaben der Polizei allein in Hamburg gegen die gemeinsame Abstimmung demonstriert. Aktivist:innen in Hannover stiegen am Abend auf den Balkon des CDU-Kreisverbandes.

#Bundestag #Migraktionspolitik #Gesetz #Nachrichten #tagesschau",3237,181853,"Bundestag","Migraktionspolitik","Gesetz","Nachrichten","tagesschau","","","","","","","","tagesschau",2025-01-31 20:54:02,"Sidecar",5
"Nach den schweren Waldbränden beginnen im kalifornischen Altadena die Aufräumarbeiten. Die US-Umweltschutzbehörde durchsucht nun die Trümmer zerstörter Gebäude. Denn unter der Asche befinden sich zum Teil potenziell gefährliche Materialien wie beispielsweise Lithium-Ionen-Batterien. Präsident Trump setzte der Umweltbehörde eine Frist bis zum 25. Februar - bis dahin sollen die Arbeiten erledigt sein. #LA #Waldbrand #nachrichten #tagesschau",73,15776,"LA","Waldbrand","nachrichten","tagesschau","","","","","","","","","tagesschau",2025-01-31 17:29:03,"Video",5
"Am Dienstagmorgen ist in der japanischen Stadt Yashio eine Straße aufgerissen. Ein Lastwagen stürzte in das Erdloch. Der Fahrer konnte noch nicht geborgen werden. Ursache für die aufgerissene Straße könnte laut Angaben der Behörden der Bruch eines Abwasserrohrs sein.  
#japan #erdloch #nachrichten #tagesschau",199,54124,"japan","erdloch","nachrichten","tagesschau","","","","","","","","","tagesschau",2025-01-31 20:23:53,"Video",5
"Bei einer Vergewaltigung müssen Frauen künftig nicht mehr Notfall-Verhütungsmittel selbst bezahlen. Der Bundestag hat eine Gesetzesänderung der früheren Ampel-Parteien SPD, Grüne und FDP beschlossen. Demnach sollen die Kosten für die „Pille danach“ von der gesetzlichen Krankenversicherung übernommen werden. 

Nach der bisher geltenden Rechtslage erstatten die Kassen derzeit nur Versicherten bis zum vollendeten 22. Lebensjahr derartige Medikamente. Die Altersbeschränkung entfalle künftig in allen Fällen, in denen ein Hinweis auf sexuellen Missbrauch oder Vergewaltigung bestehe, heißt es in der Gesetzesbegründung. 

Die „Pille danach“ ist eine Hormontablette, die eine Schwangerschaft verhindert. Das Mittel, das rezeptfrei in der Apotheke erhältlich ist, kostet derzeit je nach Produkt zwischen 16 und 35 Euro. Die Kostenübernahme im Fall des sexuellen Missbrauchs ist eine langjährige Forderung von Frauen- und Sozialverbänden. Auch die Union hatte sich im Herbst 2024 in einem Bundestagsantrag dafür stark gemacht. 

#Pilledanach #Gesetz #Bundestag",1976,331553,"Pilledanach","Gesetz","Bundestag","","","","","","","","","","tagesschau",2025-01-31 15:00:00,"Sidecar",5
"Hinweis: Ursprünglich wurden im Bundestag 350 Gegenstimmen verkündet, die nachträgliche Aufstellung spricht jetzt aber von 349 Gegenstimmen.

Der Bundestag hat nach stundenlanger Debatte und langen Verhandlungen das von der Union eingebrachte ""Zustrombegrenzungsgesetz"" überraschend abgelehnt. 338 Abgeordnete stimmten für den Entwurf, 350 dagegen. Fünf Abgeordnete enthielten sich. Das teilte Sitzungsleiterin Petra Pau nach der Abstimmung mit. Insgesamt wurden nur 693 Stimmen abgegeben, im Bundestag sitzen jedoch 733 Abgeordnete.

Das ""Zustrombegrenzungsgesetz"" hat drei wesentliche Punkte: Im Aufenthaltsgesetz soll die Begrenzung der Migration wieder als Ziel festgeschrieben werden; der Familiennachzug für sogenannte subsidiär Schutzbedürftige soll eingestellt werden; und die Bundespolizei soll die Befugnis bekommen, selbst Haft oder Gewahrsam für Ausreisepflichtige zu beantragen.

In der vorangegangenen Debatte hatten SPD und Grüne von Unionsfraktionschef Friedrich Merz (CDU) eindringlich gefordert, das Gesetz von der Tagesordnung zu nehmen. Der ""Sündenfall"" einer akzeptierten AfD-Unterstützung werde Merz immer begleiten, hatte SPD-Fraktionschef Rolf Mützenich gesagt.

Die Debatte verlief emotional. Es gab zahlreiche Zwischenfragen und Kurzinterventionen. Bundestagsvizepräsidentin Katrin Göring-Eckardt (Grüne) musste mehrfach Disziplin anmahnen. Etliche Rednerinnen und Redner überschritten ihre Redezeit.

Die Debatte über das Gesetz hatte erst mit dreistündiger Verspätung begonnen. Grund war eine Initiative der FDP, den Entwurf zunächst in den Innenausschuss zurück zu verweisen, um bis zur letzten Plenarsitzung vor der Bundestagswahl im Februar über Verhandlungen einen Kompromiss zu erzielen. Dies scheiterte aber - ebenso wie ein Antrag von SPD und Grünen kurz vor Beginn der Abstimmung, der ebenfalls darauf zielte, den Gesetzentwurf in den Ausschuss zurück zu verweisen.

#tagesschau #bundestag #merz #gesetz #migrationspolitik #cdu",6031,264153,"tagesschau","bundestag","merz","gesetz","migrationspolitik","cdu","","","","","","","tagesschau",2025-01-31 16:47:36,"Sidecar",5
"Der frühere Bundespräsident Horst Köhler ist tot. Er starb am frühen Samstagmorgen im Alter von 81 Jahren nach kurzer schwerer Krankheit, wie das Bundespräsidialamt in Berlin mitteilte. Köhler wurde 2004 als Nachfolger von Johannes Rau zum Staatsoberhaupt gewählt und fünf Jahre später im Amt bestätigt worden. Am 31. Mai 2010 trat er jedoch überraschend zurück. 

Bundespräsident Frank-Walter Steinmeier würdigte Köhler in einem Kondolenzschreiben an dessen Witwe als „einen Glücksfall für unser Land“ und betonte: „Wir können nur zutiefst dankbar sein, dass wir Horst Köhler als neunten Bundespräsidenten der Bundesrepublik Deutschland erleben durften. Er hat diesem Land viel gegeben.“ 

Mit Köhler übernahm 2004 erstmals kein Parteipolitiker das höchste Amt im Staat. Der studierte Wirtschaftswissenschaftler hatte 1976 eine Beamtenlaufbahn im Bundeswirtschaftsministerium begonnen und wurde 1990 nach verschiedenen anderen Stationen Staatssekretär im Bundesfinanzministerium. Köhler war unter anderem deutscher Chefunterhändler für den Maastricht-Vertrag über die Europäische Währungsunion. 1993 wurde er Präsident des Deutschen Sparkassen- und Giroverbandes, dann als Präsident der Europäischen Bank für Wiederaufbau und Entwicklung in London. 2000 wurde er Chef des Internationalen Währungsfonds. 

Auf internationaler Ebene befasste sich Köhler stark mit Afrika. Beharrlich warb er für eine gleichberechtigte Partnerschaft. Dem blieb er auch nach seinem Ausscheiden aus dem höchsten Staatsamt treu – unter anderem als UN-Sonderbeauftragter für den Westsahara-Konflikt von 2017 bis 2019. 

Zu aktuellen innenpolitischen Fragen äußerte sich Köhler nach seinem Rücktritt so gut wie nicht mehr. Dass ihm der Klimaschutz ein wichtiges Anliegen war, zeigte er 2021, als er die Schirmherrschaft für den ersten bundesweiten Bürgerrat für Klimapolitik übernahm. Eine Stiftung, die Köhler und seine Frau ins Leben riefen, fördert die Forschung zu Seltenen Erkrankungen. 

#Köhler #RIP #Bundespräsident #tagesschau #nachrichten",280,116711,"Köhler","RIP","Bundespräsident","tagesschau","nachrichten","","","","","","","","tagesschau",2025-02-01 09:47:35,"Image",5
"Auch in anderen Städten gibt es Proteste wegen der Abstimmung. #tagesschau #nachrichten #brandmauer #merz #afd",2214,76767,"tagesschau","nachrichten","brandmauer","merz","afd","","","","","","","","tagesschau",2025-01-30 16:35:26,"Video",5
"Im Jahr 2032 kommt ein neu entdeckter Asteroid der Erde womöglich sehr nahe. Ein Einschlag auf der Erde ist nicht ganz ausgeschlossen. Das Internationale Asteroiden-Warnnetzwerk ist eingeschaltet. 

„2024 YR4“ wurde am 25. Dezember 2024 automatisch von einem Teleskop erfasst. Auf der sogenannten Turiner Skala wird er mit 3 eingestuft. Das bedeutet, dass es sich um eine engere Annäherung eines Himmelskörpers an die Erde handelt, die die Aufmerksamkeit von Astronom:innen erfordert. Liegt die Wahrscheinlichkeit eines Einschlags bei mindestens einem Prozent, schaltet sich das Internationale Asteroiden-Warnnetzwerk (IAWN) ein und sammelt Daten. 

Ein Asteroid dieser Größe schlägt der Europäischen Raumfahrtbehörde ESA zufolge im Mittel alle paar Tausend Jahre auf der Erde ein. „2024 YR4“ sei kein sogenannter Planetenkiller, der das Leben auf der Erde auslöschen könnte, wurde der Leiter der Asteroidenabwehr bei der ESA, Richard Moissl, unter anderem im „Münchner Merkur“ zitiert. 

In den nächsten Monaten wird sich der Asteroid nach ESA-Angaben auf seiner langgestreckten Umlaufbahn um die Sonne zunächst von der Erde entfernen und aus dem Blickfeld verschwinden. Zu beobachten sei er dann erst wieder im Jahr 2028. 

#asteroid #erde #tagesschau",1620,146072,"asteroid","erde","tagesschau","","","","","","","","","","tagesschau",2025-01-30 21:30:07,"Sidecar",5
"Fast jede dritte Frau erleidet in Deutschland eine Fehlgeburt. Verlieren die Frauen in der frühen Phase der Schwangerschaft das Kind, haben sie bislang keinen Anspruch auf Mutterschutz. Erst nach Ende des 6. Schwangerschaftsmonats steht ihnen Schutzzeit zu. 

Nun sollen Frauen bald besser geschützt werden. Der Bundestag stimmte einem entsprechenden Gesetzentwurf zu. Bei einer Fehlgeburt ab der 13. Schwangerschaftswoche dürfen betroffene Frauen zwei Wochen lang nicht arbeiten, es sei denn, sie möchten dies ausdrücklich. Ab der 17. Schwangerschaftswoche dauert der Mutterschutz sechs Wochen, ab der 20. Schwangerschaftswoche sind es acht Wochen. Das entspricht der standardmäßigen Mutterschutz-Dauer nach der Geburt eines lebenden Kindes. Die neuen Regelungen gelten ab Juni. 

#tagesschau #mutterschutz #kinder #familie #schwanger #nachrichten",1221,308658,"tagesschau","mutterschutz","kinder","familie","schwanger","nachrichten","","","","","","","tagesschau",2025-01-31 08:58:12,"Sidecar",5
"Der Holocaust-Überlebende Albrecht Weinberg will sein Bundesverdienstkreuz zurückgeben. Grund ist die gestrige Zustimmung des Bundestags zu einem Fünf-Punkte-Plan der Union für eine Verschärfung der Migrationspolitik. Ein entsprechender Antrag fand unter anderem mit den Stimmen der AfD eine Mehrheit. 

Weinberg überlebte die drei Konzentrationslager Auschwitz, Mittelbau-Dora, Bergen-Belsen und mehrere Todesmärsche. Seine jüdische Familie wurde von den Nazis fast vollständig ermordet. 2012 kehrte er zusammen mit seiner Schwester aus den USA zurück in seine ostfriesische Heimat. Seitdem geht er in Schulen und berichtet Schüler:innen von seinen Erinnerungen. 

Auch der Mannheimer Fotograf Luigi Toscano, der sich wie Weinberg für ein NS-Gedenken engagiert, möchte es ihm gleichtun. Er werde die ihm 2021 verliehene Ehrung zusammen mit Weinberg bald an Bundespräsident Frank-Walter Steinmeier zurückgeben. „Entweder empfängt uns der Bundespräsident, oder wir werfen es bei ihm in den Briefkasten“, sagte er. Toscano macht mit dem Erinnerungsprojekt „Gegen das Vergessen“ die Schicksale der Überlebenden öffentlich. 

In einem offenen Brief wenden sich auch zahlreiche deutsche Stars und Prominente gegen das Vorgehen. „Dieser Pakt mit der AfD bedeutet einen historischen Tabubruch“, heißt es darin. Das Schreiben ist adressiert an Abgeordnete von Union, FDP und BSW und fordert diese auf, sich klar von der AfD zu distanzieren. Die Unterzeichner:innen verlangen zudem, dass sie entweder gegen den Gesetzentwurf der Union stimmen oder der Abstimmung fernbleiben. 

#merz #afd #cdu #fdp #bsw #friedman #tagesschau",3247,366514,"merz","afd","cdu","fdp","bsw","friedman","tagesschau","","","","","","tagesschau",2025-01-30 18:00:14,"Sidecar",5
